Leaf	All	Syn	Mis	ORF10syn	ORF10mis
hCoV-19/USA/OH-CDC-ASC210633278/2021|EPI_ISL_8394798|2021-12-21|BA.1.20	51	9	42	0	0
hCoV-19/USA/OH-CDC-ASC210633855/2021|EPI_ISL_8265468|2021-12-17|BA.1.20	51	9	42	0	0
hCoV-19/USA/OH-CDC-2-5699788/2022|EPI_ISL_11101170|2022-01-01|BA.1.20	51	9	42	0	0
hCoV-19/USA/OH-CDC-ASC210689454/2022|EPI_ISL_9951976|2022-01-30|BA.1	53	11	42	0	0
hCoV-19/USA/OH-CDC-ASC210637862/2021|EPI_ISL_8426104|2021-12-22|BA.1	56	9	47	0	0
hCoV-19/USA/OH-CDC-ASC210569365/2021|EPI_ISL_8633019|2021-12-27|BA.1.19	58	9	49	0	0
hCoV-19/USA/OH-CDC-ASC210569572/2021|EPI_ISL_8555169|2021-12-27|BA.1.17.2	63	9	54	0	0
hCoV-19/USA/OH-CDC-ASC210650132/2022|EPI_ISL_9982890|2022-02-03|BA.1.14	52	9	43	0	0
hCoV-19/USA/OH-CDC-STM-ZS7KXQ9NP/2022|EPI_ISL_11174925|2022-03-02|BA.1.14.1	52	8	44	0	0
hCoV-19/USA/OH-21AM-364CO00668/2021|EPI_ISL_8749361|2021-12-30|BA.1.14	51	8	43	0	0
hCoV-19/USA/OH-CDC-2-5673158/2022|EPI_ISL_12275138|2022-02-18|BA.1.9	53	10	43	0	0
hCoV-19/USA/OH-22AM-024CO01451/2022|EPI_ISL_9332998|2022-01-24|BA.1.18	53	9	44	0	0
hCoV-19/USA/OH-22AM-012CO03348/2022|EPI_ISL_9033981|2022-01-13|BA.1.18	51	9	42	0	0
hCoV-19/USA/OH-CDC-FG-214881/2021|EPI_ISL_8290801|2021-12-21|BA.1.18	51	9	42	0	0
hCoV-19/USA/OH-CDC-STM-GFREQMTRB/2022|EPI_ISL_9931063|2022-01-25|BA.1.18	52	8	44	0	0
hCoV-19/USA/OH-CDC-ASC210614040/2021|EPI_ISL_8358398|2021-12-16|BA.1.18	52	9	43	0	0
hCoV-19/USA/OH-22AM-024CO01703/2022|EPI_ISL_9333010|2022-01-24|BA.1.18	52	10	42	0	0
hCoV-19/USA/OH-22AM-033CO00759/2022|EPI_ISL_10130322|2022-02-02|BA.1.18	52	9	43	0	0
hCoV-19/USA/OH-CDC-STM-PM6CMAZGW/2022|EPI_ISL_10114160|2022-02-06|BA.1.18	52	9	43	0	0
hCoV-19/USA/OH-22AM-004CO00413/2022|EPI_ISL_8749481|2022-01-05|BA.1.18	52	9	43	0	0
hCoV-19/USA/OH-22AM-004CO00250/2022|EPI_ISL_8749415|2022-01-04|BA.1.18	54	10	44	0	0
hCoV-19/USA/OH-CDC-QDX33966977/2022|EPI_ISL_10654614|2022-02-14|BA.1.13	54	11	43	0	0
hCoV-19/USA/OH-CDC-STM-FZVREFDSN/2022|EPI_ISL_10223983|2022-02-02|BA.1	52	10	42	0	0
hCoV-19/deer/USA/NY-PSU-104/2022|EPI_ISL_9414679|2022-01-06|BA.1	52	9	43	0	0
hCoV-19/deer/USA/NY-PSU-102/2022|EPI_ISL_9414678|2022-01-06|BA.1	54	11	43	0	0
hCoV-19/USA/OH-CDC-STM-CG5PJS8K7/2022|EPI_ISL_9043134|2022-01-04|BA.1.15	56	12	44	0	0
hCoV-19/USA/OH-CDC-STM-8VC72CN2Z/2021|EPI_ISL_8550922|2021-12-28|BA.1.15	53	9	44	0	0
hCoV-19/USA/OH-GD-122121-324/2021|EPI_ISL_8124279|2021-12-19|BA.1.15	55	10	45	0	0
hCoV-19/USA/OH-CDC-STM-9F8X4WYY7/2021|EPI_ISL_8548430|2021-12-27|BA.1.15	54	10	44	0	0
hCoV-19/USA/OH-CDC-STM-EA8W7YU5U/2022|EPI_ISL_9087924|2022-01-11|BA.1.15	54	10	44	0	0
hCoV-19/USA/OH-CDC-2-5699794/2022|EPI_ISL_11101175|2022-01-03|BA.1.15	54	9	45	0	0
hCoV-19/USA/OH-CDC-STM-H9AYPEASN/2022|EPI_ISL_10867806|2022-02-23|BA.1.15	57	10	47	0	0
hCoV-19/USA/OH-CDC-STM-THTBVPHSA/2022|EPI_ISL_9044171|2022-01-09|BA.1.15	55	11	44	0	0
hCoV-19/USA/OH-CDC-QDX34746876/2022|EPI_ISL_11498369|2022-03-09|BA.1.15.1	54	10	44	0	0
hCoV-19/USA/OH-22AM-019CO01207/2022|EPI_ISL_9325343|2022-01-19|BA.1.15.1	56	11	45	0	0
hCoV-19/USA/OH-22AM-028CO00681/2022|EPI_ISL_9615763|2022-01-28|BA.1.15.1	56	11	45	0	0
hCoV-19/USA/OH-22AM-020CO02631/2022|EPI_ISL_9325463|2022-01-20|BA.1.15.1	56	11	45	0	0
hCoV-19/USA/OH-CDC-QDX35484372/2022|EPI_ISL_12149394|2022-03-30|BA.1.15.2	56	9	47	0	0
hCoV-19/USA/OH-CDC-ASC210554286/2022|EPI_ISL_10333084|2022-02-08|BA.1.15.2	55	10	45	0	0
hCoV-19/USA/OH-CDC-QDX34247619/2022|EPI_ISL_11081266|2022-02-23|BA.1.15.2	56	9	47	0	0
hCoV-19/USA/OH-GD-020922-345/2022|EPI_ISL_9983623|2022-02-08|BA.1.15.2	55	10	45	0	0
hCoV-19/USA/OH-CDC-LC0519383/2022|EPI_ISL_9959753|2022-01-26|BA.1.15.2	56	10	46	0	0
hCoV-19/USA/OH-CDC-STM-3G26THT65/2022|EPI_ISL_11354964|2022-03-11|BA.1.15.2	54	9	45	0	0
hCoV-19/USA/OH-CDC-STM-GD83FTNUC/2021|EPI_ISL_8315991|2021-12-13|BA.1.15	52	9	43	0	0
hCoV-19/USA/OH-CDC-STM-UJ9R7FB7Y/2022|EPI_ISL_9043853|2022-01-08|BA.1.15	52	9	43	0	0
hCoV-19/USA/OH-CDC-FG-273342/2022|EPI_ISL_10231690|2022-02-05|BA.1	52	11	41	0	0
hCoV-19/USA/OH-CDC-2-5561109/2022|EPI_ISL_10497660|2022-01-06|BA.1	51	10	41	0	0
hCoV-19/USA/OH-CDC-2-5463620/2021|EPI_ISL_9434913|2021-12-27|BA.1	51	10	41	0	0
hCoV-19/USA/OH-22AM-010CO00603/2022|EPI_ISL_9034313|2022-01-10|BA.1	50	9	41	0	0
hCoV-19/USA/OH-22AM-006CO00213/2022|EPI_ISL_8817042|2022-01-06|BA.1.17	51	8	43	0	0
hCoV-19/USA/OH-CDC-ASC210628680/2021|EPI_ISL_8265965|2021-12-17|BA.1.17	52	9	43	0	0
hCoV-19/USA/OH-22AM-004CO00257/2022|EPI_ISL_8749460|2022-01-04|BA.1.17	54	10	44	0	0
hCoV-19/USA/OH-22AM-020CO03299/2022|EPI_ISL_9332900|2022-01-21|BA.1.17	53	9	44	0	0
hCoV-19/USA/OH-CDC-QDX34074187/2022|EPI_ISL_10791508|2022-02-17|BA.1.17	53	9	44	0	0
hCoV-19/USA/OH-22AM-011CO01764/2022|EPI_ISL_9033934|2022-01-12|BA.1.17	51	9	42	0	0
hCoV-19/USA/OH-CDC-FG-237655/2022|EPI_ISL_8868772|2022-01-04|BA.1.17.2	53	8	45	0	0
hCoV-19/USA/OH-22AM-010CO01111/2022|EPI_ISL_9034341|2022-01-10|BA.1.17.2	56	9	47	0	0
hCoV-19/USA/OH-CDC-STM-TYZWZCVMQ/2022|EPI_ISL_9140283|2022-01-13|BA.1.17	57	10	47	0	0
hCoV-19/USA/OH-22AM-007CO00635/2022|EPI_ISL_8817104|2022-01-07|BA.1.17.2	52	8	44	0	0
hCoV-19/USA/OH-CDC-ASC210583321/2022|EPI_ISL_9333612|2022-01-12|BA.1.17.2	53	8	45	0	0
hCoV-19/USA/OH-CDC-ASC210863921/2022|EPI_ISL_10607591|2022-02-20|BA.1.17.2	55	9	46	0	0
hCoV-19/USA/OH-CDC-ASC210583367/2022|EPI_ISL_9333983|2022-01-13|BA.1.17.2	53	9	44	0	0
hCoV-19/USA/OH-CDC-STM-58U35M528/2021|EPI_ISL_8547801|2021-12-23|BA.1.17.2	52	9	43	0	0
hCoV-19/USA/OH-22AM-004CO00454/2022|EPI_ISL_8749452|2022-01-04|BA.1.17.2	51	8	43	0	0
hCoV-19/USA/OH-CDC-STM-F4N3GGCRB/2021|EPI_ISL_8427297|2021-12-19|BA.1.17.2	51	8	43	0	0
hCoV-19/USA/OH-22AM-006CO00868/2022|EPI_ISL_8817063|2022-01-06|BA.1.17	50	8	42	0	0
hCoV-19/USA/OH-22AM-011CO04279/2022|EPI_ISL_9033939|2022-01-12|BA.1.17	50	8	42	0	0
hCoV-19/USA/OH-CDC-STM-2BYW9YSPH/2021|EPI_ISL_8550064|2021-12-28|BA.1.17	50	8	42	0	0
hCoV-19/USA/OH-CDC-2-5463515/2021|EPI_ISL_9434802|2021-12-22|BA.1	49	8	41	0	0
hCoV-19/deer/USA/NY-PSU-2067/2022|EPI_ISL_9414680|2022-01-07|BA.1	49	8	41	0	0
hCoV-19/USA/OH-ODH-SC152676/2020|EPI_ISL_1181721|2020-11-06|B.1.139	6	0	6	0	0
hCoV-19/USA/OH-CDC-2-3693476/2020|EPI_ISL_747131|2020-11-04|B.1.139	6	0	6	0	0
hCoV-19/USA/OH-OSU-20AM-358CO01194/2020|EPI_ISL_1911022|2020-12-28|B.1.139	13	1	12	0	0
hCoV-19/USA/OH-CDC-LC0005648/2021|EPI_ISL_1022413|2021-01-14|B.1.139	19	6	13	0	0
hCoV-19/USA/OH-UW-921/2020|EPI_ISL_509807|2020-07-12|B.1.139	9	2	7	0	0
hCoV-19/USA/OH-CDC-LC0005500/2021|EPI_ISL_886224|2021-01-08|B.1.565	14	5	9	0	0
hCoV-19/USA/OH-USAFSAM-S319/2020|EPI_ISL_812633|2020-08-18|B.1.565	13	5	8	0	0
hCoV-19/USA/OH-21AM-019CO01210/2021|EPI_ISL_2100961|2021-01-19|B.1.565	13	4	9	0	0
hCoV-19/USA/OH-CDC-22031066/2021|EPI_ISL_1291940|2021-02-12|B.1.565	14	6	8	0	0
hCoV-19/USA/OH-CDC-QDX22031066/2021|EPI_ISL_1159436|2021-02-12|B.1.565	14	6	8	0	0
hCoV-19/USA/OH-ODH-SC152452/2020|EPI_ISL_1180259|2020-11-06|B.1.565	9	2	7	0	0
hCoV-19/USA/OH-21AM-025CO04205/2021|EPI_ISL_2312752|2021-01-25|B.1.177.86	17	9	7	0	1
hCoV-19/USA/OH-21AM-029CO00298/2021|EPI_ISL_2312818|2021-01-29|B.1.549	16	4	12	0	0
hCoV-19/USA/OH-21AM-020CO00655/2021|EPI_ISL_2140816|2021-01-20|B.1.549	16	4	12	0	0
hCoV-19/USA/OH-21AM-006CO00652/2021|EPI_ISL_2100704|2021-01-06|B.1.549	16	4	12	0	0
hCoV-19/USA/OH-UHTL-684/2021|EPI_ISL_2091069|2021-05-02|B.1.525	23	11	12	0	0
hCoV-19/USA/OH-UHTL-356Ori/2021|EPI_ISL_1472407|2021-03-23|B.1.525	26	12	14	0	0
hCoV-19/USA/OH-UHTL-356/2021|EPI_ISL_1472386|2021-03-23|B.1.525	26	12	14	0	0
hCoV-19/USA/OH-UHTL-215B/2021|EPI_ISL_1310832|2021-03-12|B.1.525	26	12	14	0	0
hCoV-19/USA/OH-UHTL-683/2021|EPI_ISL_2091068|2021-04-30|B.1.525	23	10	13	0	0
hCoV-19/USA/OH-UHTL-757/2021|EPI_ISL_2193398|2021-05-08|B.1.525	30	12	18	0	0
hCoV-19/USA/OH-UHTL-530/2021|EPI_ISL_1714757|2021-04-09|B.1.525	24	11	13	0	0
hCoV-19/USA/OH-UHTL-532/2021|EPI_ISL_1714759|2021-04-10|B.1.525	24	10	14	0	0
hCoV-19/USA/OH-UHTL-531/2021|EPI_ISL_1714758|2021-04-05|B.1.525	23	9	14	0	0
hCoV-19/USA/OH-UHTL-758/2021|EPI_ISL_2193399|2021-05-12|B.1.525	21	9	12	0	0
hCoV-19/USA/OH-CDC-QDX23486251/2021|EPI_ISL_1581977|2021-03-31|B.1.627	21	7	14	0	0
hCoV-19/USA/OH-CDC-ASC210241062/2021|EPI_ISL_4363351|2021-07-22|B.1.631	29	10	19	0	0
hCoV-19/USA/OH-CDC-QDX26765521/2021|EPI_ISL_4371623|2021-07-09|XB	35	6	29	0	0
hCoV-19/USA/OH-CDC-QDX27053400/2021|EPI_ISL_3460794|2021-07-18|XB	35	8	27	0	0
hCoV-19/USA/OH-CDC-QDX27053398/2021|EPI_ISL_3460804|2021-07-18|XB	35	8	27	0	0
hCoV-19/USA/OH-CDC-2-4718232/2021|EPI_ISL_3491548|2021-07-13|XB	38	10	28	0	0
hCoV-19/USA/OH-CDC-2-4718212/2021|EPI_ISL_3491547|2021-07-13|XB	38	10	28	0	0
hCoV-19/USA/OH-CDC-ASC210273284/2021|EPI_ISL_3853649|2021-08-04|XB	31	7	24	0	0
hCoV-19/USA/OH-CDC-ASC210239267/2021|EPI_ISL_3855465|2021-08-03|XB	34	9	25	0	0
hCoV-19/USA/OH-CDC-QDX26076073/2021|EPI_ISL_4367833|2021-06-15|XB	34	8	26	0	0
hCoV-19/USA/OH-CDC-QDX26076072/2021|EPI_ISL_4369059|2021-06-15|XB	34	8	26	0	0
hCoV-19/USA/OH-CDC-QDX26076069/2021|EPI_ISL_4370859|2021-06-15|XB	33	7	26	0	0
hCoV-19/USA/OH-21AM-096CO01485/2021|EPI_ISL_2341370|2021-04-06|B	4	2	2	0	0
hCoV-19/USA/OH-ODH-SC0021842/2020|EPI_ISL_2597980|2020-03-22|B.27	6	4	2	0	0
hCoV-19/USA/OH-UHTL-21/2020|EPI_ISL_1018059|2020-05-30|B.1	5	1	4	0	0
hCoV-19/USA/OH-UHTL-17/2020|EPI_ISL_984666|2020-03-31|B.1	15	3	12	0	0
hCoV-19/USA/OH-21AM-096CO06495/2021|EPI_ISL_2341358|2021-04-06|B	4	1	3	0	0
hCoV-19/USA/OH-UHTL-15/2020|EPI_ISL_984663|2020-03-20|B	5	2	3	0	0
hCoV-19/USA/OH-ODH-SC21871/2020|EPI_ISL_940158|2020-03-23|A.1	9	4	5	0	0
hCoV-19/USA/OH-ODH-SC0022057/2020|EPI_ISL_2625732|2020-03-25|A.1	9	4	5	0	0
hCoV-19/USA/OH-ODH-SC0022050/2020|EPI_ISL_2625640|2020-03-25|A.1	12	5	7	0	0
hCoV-19/USA/OH-ODH-SC21892/2020|EPI_ISL_940553|2020-03-23|A.1	9	4	5	0	0
hCoV-19/USA/OH-QDX-906/2020|EPI_ISL_571685|2020-03-20|A	13	6	7	0	0
hCoV-19/USA/OH-OSUP0016/2020|EPI_ISL_427288|2020-03-31|A.3	15	6	9	0	0
hCoV-19/USA/OH-ODH-SC21713/2020|EPI_ISL_935520|2020-03-21|A	15	4	11	0	0
hCoV-19/USA/OH-ODH-SC0021872/2020|EPI_ISL_2598025|2020-03-23|A	15	6	9	0	0
hCoV-19/USA/OH-ODH-SC020951RT/2020|EPI_ISL_2555540|2020-03-10|A	14	5	9	0	0
hCoV-19/USA/OH-ODH-SC020951/2020|EPI_ISL_2555539|2020-03-10|A	14	5	9	0	0
hCoV-19/USA/OH-CDC-IBX033947525613/2021|EPI_ISL_1588400|2021-04-01|A.23.1	26	11	15	0	0
hCoV-19/USA/OH-CDC-IBX016734598195/2021|EPI_ISL_1512856|2021-03-18|A.23.1	25	10	15	0	0
hCoV-19/USA/OH-CDC-IBX281724636246/2021|EPI_ISL_2313632|2021-03-19|A.23.1	25	10	15	0	0
hCoV-19/USA/OH-CDC-ASC210012495/2021|EPI_ISL_1513475|2021-03-19|A.23.1	25	10	15	0	0
hCoV-19/USA/OH-CDC-ASC210240210/2021|EPI_ISL_4363622|2021-07-21|A.2.5	41	19	22	0	0
hCoV-19/USA/OH-CDC-QDX26300270/2021|EPI_ISL_2929587|2021-06-25|A.2.5	41	18	23	0	0
hCoV-19/USA/OH-USAFSAM-S0739/2021|EPI_ISL_1091775|2021-02-10|A.21	22	8	14	0	0
hCoV-19/USA/OH-CWRU_CICB21016_CB12/2021|EPI_ISL_12828328|2021-01-12|A	22	8	14	0	0
hCoV-19/USA/OH-21AM-081CO03631/2021|EPI_ISL_2382779|2021-03-22|B	3	1	2	0	0
hCoV-19/USA/OH-21AM-095CO01243/2021|EPI_ISL_2153725|2021-04-05|B	3	1	2	0	0
hCoV-19/deer/USA/IA-200239/2020|EPI_ISL_5804735|2020-12-05|B.1.2	8	2	6	0	0
hCoV-19/USA/OH-CDC-QDX23008955/2021|EPI_ISL_1444572|2021-03-16|B.1.420	8	3	5	0	0
hCoV-19/USA/OH-USAFSAM-S0078/2021|EPI_ISL_982723|2021-01-12|B.1.609	15	4	11	0	0
hCoV-19/USA/OH-USAFSAM-S0546/2021|EPI_ISL_1091731|2021-01-13|B.1.609	14	4	10	0	0
hCoV-19/USA/OH-21AM-039CO00019/2021|EPI_ISL_2312907|2021-02-08|B.1.258	21	10	11	0	0
hCoV-19/USA/OH-CDC-LC0027995/2021|EPI_ISL_1461886|2021-03-10|B.1.609	18	8	10	0	0
hCoV-19/USA/OH-CDC-LC0022301/2021|EPI_ISL_1319954|2021-03-01|B.1.609	17	8	9	0	0
hCoV-19/USA/OH-OSU-21AM-004CO01733/2021|EPI_ISL_1911069|2021-01-04|B.1.396	16	6	10	0	1
hCoV-19/USA/OH-21AM-014CO01275/2021|EPI_ISL_2100837|2021-01-14|B.1.241	15	6	9	0	0
hCoV-19/USA/OH-OSU-21AM-004CO00407/2021|EPI_ISL_1911047|2021-01-04|B.1.409	17	10	7	0	0
hCoV-19/USA/OH-OSU-21AM-004CO00413/2021|EPI_ISL_1911041|2021-01-04|B.1.409	17	10	7	0	0
hCoV-19/USA/OH-ODH-SC1034757/2021|EPI_ISL_1118924|2021-01-20|B.1.232	17	8	9	0	0
hCoV-19/USA/OH-OSU-21AM-004CO00419/2021|EPI_ISL_1911042|2021-01-04|B.1.232	15	6	9	0	0
hCoV-19/USA/OH-CDC-LC0000232/2020|EPI_ISL_1029146|2020-12-26|B.1.232	16	9	7	0	0
hCoV-19/USA/OH-CDC-LC00000232/2020|EPI_ISL_887658|2020-12-26|B.1.232	16	9	7	0	0
hCoV-19/USA/OH-CDC-2-3845413/2021|EPI_ISL_1094524|2021-01-25|B.1.404	17	8	9	0	0
hCoV-19/USA/OH-CDC-LC0026782/2021|EPI_ISL_1339490|2021-03-05|B.1.404	17	6	11	0	0
hCoV-19/USA/OH-CDC-QDX23678125/2021|EPI_ISL_1737933|2021-04-06|B.1.404	18	9	9	0	0
hCoV-19/USA/OH-CDC-ASC210041937/2021|EPI_ISL_1737353|2021-04-02|B.1.404	17	8	9	0	0
hCoV-19/USA/OH-USAFSAM-S1277/2021|EPI_ISL_1373006|2021-03-03|B.1.561	20	8	12	0	1
hCoV-19/USA/OH-CDC-ASC210003640/2021|EPI_ISL_1479459|2021-03-10|B.1.561	19	7	12	0	1
hCoV-19/USA/OH-ODH-SC1028267/2021|EPI_ISL_2497866|2021-01-07|B.1.561	18	7	11	0	0
hCoV-19/USA/OH-CDC-LC0001459/2020|EPI_ISL_1029537|2020-12-28|B.1.561	16	7	8	0	0
hCoV-19/USA/OH-CDC-LC00001459/2020|EPI_ISL_887717|2020-12-28|B.1.561	16	7	8	0	0
hCoV-19/USA/OH-21AM-018CO02837/2021|EPI_ISL_2100928|2021-01-18|B.1.551	16	5	10	0	0
hCoV-19/USA/OH-CDC-ASC210013101/2021|EPI_ISL_2185816|2021-03-20|B.1.551	11	5	6	0	0
hCoV-19/deer/USA/IA-201796/2020|EPI_ISL_6425274|2020-12-06|B.1.240	7	4	2	0	0
hCoV-19/deer/USA/IA-203522/2020|EPI_ISL_5804736|2020-12-08|B.1	5	3	2	0	0
hCoV-19/deer/USA/IA-201797/2020|EPI_ISL_5804730|2020-12-06|B.1	4	2	2	0	0
hCoV-19/deer/USA/IA-203704/2020|EPI_ISL_5804741|2020-12-09|B.1	17	11	6	0	0
hCoV-19/deer/USA/IA-203701/2020|EPI_ISL_5804740|2020-12-09|B.1	21	14	7	0	0
hCoV-19/deer/USA/IA-203700/2020|EPI_ISL_5804739|2020-12-09|B.1	19	12	7	0	0
hCoV-19/deer/USA/IA-203526/2020|EPI_ISL_5804738|2020-12-08|B.1	23	17	6	1	0
hCoV-19/deer/USA/IA-203525/2020|EPI_ISL_5804737|2020-12-08|B.1	23	15	8	0	0
hCoV-19/deer/USA/IA-201795/2020|EPI_ISL_5804729|2020-12-06|B.1	3	2	1	0	0
hCoV-19/USA/OH-CDC-IBX267117731704/2021|EPI_ISL_1513098|2021-03-15|B.1.234	15	8	7	0	0
hCoV-19/USA/OH-CWRU_CICB21057_CB15/2020|EPI_ISL_12828371|2020-10-29|B	11	3	8	0	0
hCoV-19/USA/OH-CDC-2-3845343/2021|EPI_ISL_1094528|2021-01-25|B.1.234	10	4	6	0	0
hCoV-19/USA/OH-CDC-2-3980176/2021|EPI_ISL_3354162|2021-02-18|B.1.234	14	7	7	0	0
hCoV-19/USA/OH-CDC-STM-000003632/2021|EPI_ISL_967512|2021-01-18|B.1.234	13	3	10	0	0
hCoV-19/deer/USA/IA-201820/2020|EPI_ISL_5804731|2020-12-10|B.1.234	19	8	11	0	0
hCoV-19/deer/USA/IA-201821/2020|EPI_ISL_5804732|2020-12-10|B.1.234	20	8	12	0	0
hCoV-19/deer/USA/IA-201835/2020|EPI_ISL_5804734|2020-12-10|B.1.234	20	7	13	0	0
hCoV-19/deer/USA/IA-201833/2020|EPI_ISL_5804733|2020-12-10|B.1.234	18	7	11	0	0
hCoV-19/deer/USA/IA-206739/2020|EPI_ISL_5804753|2020-12-15|B.1.234	15	4	11	0	0
hCoV-19/deer/USA/IA-206535/2020|EPI_ISL_5804752|2020-12-22|B.1.234	16	5	11	0	0
hCoV-19/USA/OH-CDC-ASC210000581/2021|EPI_ISL_2243217|2021-03-03|B.1.234	20	7	13	0	0
hCoV-19/USA/OH-21AM-057CO02430/2021|EPI_ISL_2399726|2021-02-26|B.1.234	17	5	12	0	0
hCoV-19/USA/OH-CDC-ASC210014319/2021|EPI_ISL_1559833|2021-03-21|B.1.234	20	6	14	0	0
hCoV-19/USA/OH-CDC-ASC210007633/2021|EPI_ISL_1561458|2021-03-16|B.1.234	19	6	13	0	0
hCoV-19/USA/OH-CDC-ASC210012865/2021|EPI_ISL_2244728|2021-03-20|B.1.234	19	6	13	0	0
hCoV-19/USA/OH-21AM-088CO01172/2021|EPI_ISL_2153769|2021-03-29|B.1.234	19	6	13	0	0
hCoV-19/USA/OH-CDC-2-3845316/2021|EPI_ISL_1094530|2021-01-25|B.1.400	15	7	8	0	0
hCoV-19/USA/OH-CDC-2-3845412/2021|EPI_ISL_1094964|2021-01-25|B.1.400	14	7	7	0	0
hCoV-19/USA/OH-CDC-STM-000002430/2021|EPI_ISL_967272|2021-01-13|B.1.400	18	7	11	0	0
hCoV-19/USA/OH-CDC-QDX22862009/2021|EPI_ISL_1367199|2021-03-10|B.1.400	20	6	14	0	0
hCoV-19/USA/OH-CDC-QDX22205867/2021|EPI_ISL_1193611|2021-02-19|B.1.400	19	6	13	0	0
hCoV-19/USA/OH-21AM-020CO00764/2021|EPI_ISL_2140808|2021-01-20|B.1.400	18	7	11	0	0
hCoV-19/USA/OH-21AM-015CO00202/2021|EPI_ISL_2100854|2021-01-15|B.1.400	18	7	11	0	0
hCoV-19/USA/OH-21AM-019CO01952/2021|EPI_ISL_2100944|2021-01-19|B.1.400	18	7	11	0	0
hCoV-19/USA/OH-CDC-QDX22029611/2021|EPI_ISL_1159443|2021-02-11|B.1.400	18	7	11	0	0
hCoV-19/USA/OH-CDC-22029611/2021|EPI_ISL_1291947|2021-02-11|B.1.400	18	7	11	0	0
hCoV-19/USA/OH-ODH-SC1041760/2021|EPI_ISL_1259398|2021-02-11|B.1.243	19	11	8	0	0
hCoV-19/USA/OH-CDC-QDX21866722/2021|EPI_ISL_1090631|2021-02-07|B.1.243	13	5	8	0	0
hCoV-19/USA/OH-CDC-2-3923952/2021|EPI_ISL_1226152|2021-02-01|B.1.243	10	6	4	0	0
hCoV-19/USA/OH-CDC-2-3923813/2021|EPI_ISL_1226151|2021-02-02|B.1.243	9	5	4	0	0
hCoV-19/USA/OH-UHTL-746/2021|EPI_ISL_2193387|2021-05-04|B.1.243	22	5	17	0	0
hCoV-19/USA/OH-CDC-QDX22283597/2021|EPI_ISL_1220391|2021-02-20|B.1.243	12	6	6	0	0
hCoV-19/USA/OH-OSU-21AM-004CO00657/2021|EPI_ISL_1911052|2021-01-04|B.1.243	11	6	5	0	0
hCoV-19/USA/OH-CDC-ASC210008645/2021|EPI_ISL_2242891|2021-03-17|B.1.243	15	7	8	0	0
hCoV-19/USA/OH-CDC-QDX22784333/2021|EPI_ISL_1339947|2021-03-08|B.1.243	14	5	9	0	0
hCoV-19/USA/OH-CDC-QDX21867097/2021|EPI_ISL_1090980|2021-02-07|B.1.243	15	5	10	0	0
hCoV-19/USA/OH-21AM-042CO02591/2021|EPI_ISL_2312957|2021-02-11|B.1.240	13	11	2	0	0
hCoV-19/USA/OH-ODH-SC154723/2020|EPI_ISL_1198799|2020-11-08|B.1.240	8	4	4	0	0
hCoV-19/deer/USA/IA-201793/2020|EPI_ISL_5804727|2020-12-06|B.1.240	15	8	7	0	0
hCoV-19/USA/OH-21AM-011CO02864/2021|EPI_ISL_2100784|2021-01-11|B.1.240	9	7	2	0	0
hCoV-19/USA/OH-ODH-SC156367/2020|EPI_ISL_1248090|2020-11-11|B.1.240	9	5	4	0	0
hCoV-19/USA/OH-CDC-QDX21488121/2021|EPI_ISL_1087236|2021-01-24|B.1.240	11	7	4	0	0
hCoV-19/USA/OH-CDC-2-3714258/2020|EPI_ISL_751777|2020-11-09|B.1.240	10	5	5	0	0
hCoV-19/USA/OH-ODH-SC152451/2020|EPI_ISL_1180257|2020-11-06|B.1.240	9	4	5	0	0
hCoV-19/USA/OH-ODH-SC0157040/2020|EPI_ISL_2557249|2020-11-12|B.1.240	12	6	5	0	0
hCoV-19/USA/OH-ODH-SC0157041/2020|EPI_ISL_2557305|2020-11-12|B.1.240	11	6	4	0	0
hCoV-19/USA/OH-CWRU_CICB20051_CB1/2020|EPI_ISL_12828311|2020-07-08|B	4	3	1	0	0
hCoV-19/USA/OH-CWRU_CICB20051_CB2/2020|EPI_ISL_12828312|2020-07-11|B	4	3	1	0	0
hCoV-19/USA/OH-USAFSAM-S213/2020|EPI_ISL_812553|2020-07-20|B.1.240	4	3	1	0	0
hCoV-19/USA/OH-CWRU_CICB20051_CB9/2020|EPI_ISL_12828319|2020-07-20|B	4	3	1	0	0
hCoV-19/mink/USA/UT-20-031893-001/2020|EPI_ISL_2834691|2020-10-29|B.1	12	5	7	0	0
hCoV-19/mink/USA/UT-20-032048-005/2020|EPI_ISL_2834695|2020-10-29|B.1	11	4	7	0	0
hCoV-19/mink/USA/UT-20-032048-008/2020|EPI_ISL_2896211|2020-10-29|B.1	11	4	7	0	0
hCoV-19/mink/USA/UT-20-031894-017/2020|EPI_ISL_2834694|2020-10-29|B.1	11	4	7	0	0
hCoV-19/mink/USA/UT-20-031894-014/2020|EPI_ISL_2834693|2020-10-29|B.1	11	4	7	0	0
hCoV-19/mink/USA/UT-20-026330-003/2020|EPI_ISL_2834940|2020-09-14|B.1	11	4	7	0	0
hCoV-19/mink/USA/UT-20-026330-002/2020|EPI_ISL_2834939|2020-09-14|B.1	12	5	7	0	0
hCoV-19/mink/USA/UT-CDC-4455671-001/2021|EPI_ISL_9936915|2021-10-08|B.1	10	4	6	0	0
hCoV-19/mink/USA/UT-CDC-4455717-001/2021|EPI_ISL_10026508|2021-10-04|B.1	10	4	6	0	0
